"date","order_id","customer_id","product_id","product_name","category","quantity","price","discount","region","payment_method","shipping_type"
2024-01-02,"ORD12200","C1393","SKU-2300","Botella Deportiva","Belleza",4,37433,0,"Araucanía","Débito","Económico"
2024-01-02,"ORD11173","C1250","SKU-1273","Botella Deportiva","Belleza",3,65512,0,"Sur","Efectivo","Express"
2024-01-02,"ORD14033","C1266","SKU-4133","Balón Fútbol","Cuidado Personal",101,63146,0.25,"Biobío","Crédito","Retiro En Tienda"
2024-01-02,"ORD16972","C1152","SKU-7072","Funda Celular","Accesorios",3,108774,0.05,"Biobío","Transferencia","Otro"
2024-01-02,"ORD13669","C1037","SKU-3769","Otro","Accesorios",5,101491,0.3,"Araucanía","Debito","Express"
2024-01-02,"ORD15199","C1349","SKU-5299","Teclado Mecánico","Electrónica",2,83119,0.05,"Centro","Tarjeta","Normal"
2024-01-02,"ORD18089","C1328","SKU-8189","Cable USB-C","Belleza",6,26309,0.15,"Biobío","Crédito","Otro"
2024-01-02,"ORD17053","C1009","SKU-7153","Organizador Ropa","Electrónica",3,84861,0.05,"Metropolitana","Tranferencia","Normal"
2024-01-02,"ORD19486","C1002","SKU-9586","Smartwatch Lite","Accesorios",152,56971,0,"Sur","Efectivo","Normal"
2024-01-02,"ORD10468","C1268","SKU-568","Cargador Rápido","Electrónica",5,104702,0,"Araucanía","Débito","Otro"
2024-01-02,"ORD17449","C1141","SKU-7549","Cepillo Facial","Hogar",2,17576,0,"Biobío","Débito","Retiro En Tienda"
2024-01-02,"ORD18150","C1279","SKU-8250","Botella Deportiva","Belleza",4,105718,0.3,"Norte","Credíto","Express"
2024-01-03,"ORD13873","C1298","SKU-3973","Balón Fútbol","Belleza",3,8614,0.1,"Sur","Efectivo","Otro"
2024-01-03,"ORD18894","C1350","SKU-8994","Organizador Ropa","Electrónica",1,52711,0,"Araucanía","Debito","Normal"
2024-01-03,"ORD13469","C1344","SKU-3569","Balón Fútbol","Belleza",5,27359,0.05,"Biobío","Efectivo","Express"
2024-01-03,"ORD15218","C1332","SKU-5318","Lámpara LED","Deporte",4,70244,0.1,"Sur","Transferencia","Económico"
2024-01-03,"ORD19309","C1189","SKU-9409","Mouse Inalámbrico","Hogar",3,7165,0.15,"Metropolitana","Debito","Retiro En Tienda"
2024-01-03,"ORD18647","C1225","SKU-8747","Otro","Accesorios",5,81942,0.05,"Araucanía","Transferencia","Retiro En Tienda"
2024-01-03,"ORD18361","C1257","SKU-8461","Otro","Electrónica",2,103631,0.2,"Araucanía","Efectivo","Normal"
2024-01-03,"ORD15310","C1247","SKU-5410","Perfume Floral","Belleza",6,29224,0.3,"Sur","Efectivo","Normal"
2024-01-03,"ORD10471","C1373","SKU-571","Funda Celular","Accesorios",6,56546,0.05,"Centro","Transferencia","Express"
2024-01-03,"ORD12610","C1338","SKU-2710","Organizador Ropa","Electrónica",5,23629,0.05,"Sur","Transferencia","Normal"
2024-01-03,"ORD14596","C1160","SKU-4696","Organizador Ropa","Electrónica",3,5786,0.05,"Biobío","Débito","Económico"
2024-01-03,"ORD14995","C1345","SKU-5095","Organizador Ropa","Electrónica",3,33109,0.1,"Metropolitana","Tranferencia","Otro"
2024-01-03,"ORD13039","C1317","SKU-3139","Teclado Mecánico","Electrónica",4,116735,0.1,"Norte","Transferencia","Normal"
2024-01-03,"ORD13671","C1139","SKU-3771","Smartwatch Lite","Accesorios",1,34933,0.15,"Metropolitana","Crédito","Económico"
2024-01-03,"ORD13560","C1338","SKU-3660","Botella Deportiva","Belleza",11,40143,0.15,"Norte","Otro","Económico"
2024-01-03,"ORD15349","C1084","SKU-5449","Set Mancuernas","Accesorios",6,78040,0.2,"Biobío","Tarjeta","Económico"
2024-01-03,"ORD14184","C1264","SKU-4284","Set Mancuernas","Accesorios",5,58529,0,"Araucanía","Débito","Express"
2024-01-03,"ORD14708","C1079","SKU-4808","Tendedero Plegable","Deporte",1,96946,0.1,"Centro","Débito","Retiro En Tienda"
2024-01-03,"ORD17992","C1161","SKU-8092","Smartwatch Lite","Accesorios",2,37034,0,"Sur","Credíto","Express"
2024-01-03,"ORD19805","C1182","SKU-9905","Batería Portátil","Belleza",5,30856,0.15,"Centro","Efectivo","Económico"
2024-01-04,"ORD10858","C1046","SKU-958","Botella Deportiva","Cuidado Personal",6,115799,0.2,"Metropolitana","Crédito","Otro"
2024-01-04,"ORD19202","C1038","SKU-9302","Cepillo Facial","Hogar",5,54620,0.05,"Araucanía","Otro","Express"
2024-01-04,"ORD12685","C1175","SKU-2785","Cámara Web HD","Deporte",2,115308,0.1,"Centro","Crédito","Express"
2024-01-04,"ORD17468","C1373","SKU-7568","Mouse Inalámbrico","Hogar",6,47796,0.2,"Metropolitana","Crédito","Económico"
2024-01-04,"ORD17934","C1144","SKU-8034","Maquillaje Básico","Belleza",1,104420,0.05,"Sur","Débito","Retiro En Tienda"
2024-01-04,"ORD11511","C1004","SKU-1611","Cámara Web HD","Deporte",4,31661,0.05,"Norte","Transferencia","Normal"
2024-01-04,"ORD19269","C1040","SKU-9369","Cable USB-C","Cuidado Personal",4,84294,0.05,"Araucanía","Tarjeta","Económico"
2024-01-04,"ORD10896","C1329","SKU-996","Zapatillas Run","Belleza",5,77176,0.15,"Centro","Otro","Otro"
2024-01-04,"ORD12252","C1339","SKU-2352","Sartén Antiadherente","Belleza",6,114980,0,"Metropolitana","Transferencia","Normal"
2024-01-04,"ORD18762","C1351","SKU-8862","Cepillo Facial","Hogar",1,27120,0.15,"Sur","Debito","Retiro En Tienda"
2024-01-04,"ORD18884","C1134","SKU-8984","Cargador Rápido","Electrónica",3,59324,0.05,"Metropolitana","Débito","Otro"
2024-01-04,"ORD15273","C1153","SKU-5373","Teclado Mecánico","Electrónica",12,37840,0,"Metropolitana","Tarjeta","Económico"
2024-01-04,"ORD17824","C1167","SKU-7924","Cuchillos Cocina","Hogar",1,114306,0.25,"Norte","Crédito","Normal"
2024-01-04,"ORD17175","C1377","SKU-7275","Cámara Web HD","Deporte",5,86131,0,"Biobío","Transferencia","Otro"
2024-01-04,"ORD14628","C1119","SKU-4728","Set Mancuernas","Accesorios",4,17347,0.05,"Biobío","Efectivo","Express"
2024-01-05,"ORD17702","C1143","SKU-7802","Zapatillas Run","Belleza",6,113632,0.25,"Araucanía","Débito","Normal"
2024-01-05,"ORD17194","C1147","SKU-7294","Parlante Bluetooth","Belleza",2,20098,0,"Araucanía","Crédito","Express"
2024-01-05,"ORD17433","C1291","SKU-7533","Batería Portátil","Belleza",6,41269,0.05,"Norte","Crédito","Normal"
2024-01-05,"ORD14869","C1271","SKU-4969","Secador Pelo","Electrónica",2,89333,0.2,"Sur","Transferencia","Otro"
2024-01-05,"ORD13187","C1205","SKU-3287","Parlante Bluetooth","Belleza",10,44025,0.25,"Metropolitana","Débito","Otro"
2024-01-05,"ORD11978","C1194","SKU-2078","Tendedero Plegable","Deporte",1,29204,0.1,"Sur","Debito","Otro"
2024-01-05,"ORD18054","C1007","SKU-8154","Organizador Ropa","Electrónica",2,19672,0,"Biobío","Debito","Normal"
2024-01-05,"ORD11774","C1317","SKU-1874","Colchoneta Yoga","Electrónica",4,17162,0.25,"Norte","Efectivo","Normal"
2024-01-05,"ORD14565","C1396","SKU-4665","Batería Portátil","Cuidado Personal",4,110611,0,"Araucanía","Tranferencia","Retiro En Tienda"
2024-01-05,"ORD18963","C1161","SKU-9063","Zapatillas Run","Belleza",5,115530,0.05,"Norte","Tranferencia","Normal"
2024-01-05,"ORD12644","C1205","SKU-2744","Smartwatch Lite","Accesorios",2,31980,0,"Metropolitana","Otro","Económico"
2024-01-05,"ORD19523","C1082","SKU-9623","Colchoneta Yoga","Electrónica",4,35386,0.25,"Metropolitana","Transferencia","Económico"
2024-01-05,"ORD16320","C1041","SKU-6420","Colchoneta Yoga","Electrónica",4,85511,0,"Araucanía","Transferencia","Económico"
2024-01-05,"ORD10708","C1350","SKU-808","Cuchillos Cocina","Casa",4,94129,0.05,"Biobío","Efectivo","Normal"
2024-01-06,"ORD15264","C1337","SKU-5364","Teclado Mecánico","Electrónica",6,16423,0.15,"Metropolitana","Tarjeta","Normal"
2024-01-06,"ORD15123","C1102","SKU-5223","Mouse Inalámbrico","Casa",5,67075,0.25,"Centro","Efectivo","Otro"
2024-01-06,"ORD14162","C1370","SKU-4262","Organizador Ropa","Electrónica",3,47679,0,"Araucanía","Débito","Económico"
2024-01-06,"ORD18477","C1353","SKU-8577","Teclado Mecánico","Electrónica",1,91960,0.1,"Norte","Débito","Económico"
2024-01-06,"ORD12500","C1050","SKU-2600","Plancha Pelo","Deporte",5,4382,0,"Centro","Tarjeta","Normal"
2024-01-06,"ORD11460","C1251","SKU-1560","Smartwatch Lite","Accesorios",5,76692,0.15,"Norte","Crédito","Económico"
2024-01-06,"ORD12290","C1124","SKU-2390","Secador Pelo","Electrónica",1,117853,0,"Norte","Transferencia","Retiro En Tienda"
2024-01-06,"ORD12946","C1260","SKU-3046","Audífonos Pro","Accesorios",4,81996,0,"Sur","Tarjeta","Normal"
2024-01-06,"ORD14651","C1115","SKU-4751","Audífonos Pro","Accesorios",5,99438,0,"Centro","Otro","Retiro En Tienda"
2024-01-06,"ORD10269","C1297","SKU-369","Otro","Accesorios",6,7755,0,"Sur","Tarjeta","Retiro En Tienda"
2024-01-07,"ORD12508","C1195","SKU-2608","Cepillo Facial","Otro",6,72456,0,"Metropolitana","Debito","Express"
2024-01-07,"ORD15657","C1310","SKU-5757","Set Mancuernas","Accesorios",2,38143,0,"Norte","Efectivo","Express"
2024-01-07,"ORD10578","C1139","SKU-678","Cámara Web HD","Deporte",7,67082,0.15,"Araucanía","Tarjeta","Express"
2024-01-07,"ORD12826","C1080","SKU-2926","Cargador Rápido","Electrónica",5,103347,0.15,"Araucanía","Tarjeta","Retiro En Tienda"
2024-01-07,"ORD10877","C1142","SKU-977","Audífonos Pro","Accesorios",104,104301,0.15,"Norte","Efectivo","Económico"
2024-01-07,"ORD15368","C1136","SKU-5468","Lámpara LED","Deporte",6,85236,0.05,"Biobío","Tarjeta","Normal"
2024-01-07,"ORD17894","C1301","SKU-7994","Organizador Ropa","Electrónica",3,82541,0,"Sur","Débito","Normal"
2024-01-07,"ORD18463","C1353","SKU-8563","Cargador Rápido","Electrónica",2,119090,0.2,"Biobío","Tranferencia","Normal"
2024-01-07,"ORD12808","C1390","SKU-2908","Plancha Pelo","Deporte",1,30960,0.05,"Araucanía","Tarjeta","Retiro En Tienda"
2024-01-07,"ORD17579","C1023","SKU-7679","Otro","Hogar",4,15973,0.25,"Biobío","Otro","Normal"
2024-01-07,"ORD17491","C1224","SKU-7591","Organizador Ropa","Otro",2,45952,0,"Araucanía","Efectivo","Express"
2024-01-07,"ORD19392","C1363","SKU-9492","Tendedero Plegable","Deporte",6,66471,0,"Araucanía","Transferencia","Retiro En Tienda"
2024-01-07,"ORD15423","C1283","SKU-5523","Smartwatch Lite","Accesorios",6,25557,0,"Centro","Debito","Retiro En Tienda"
2024-01-07,"ORD11820","C1146","SKU-1920","Sartén Antiadherente","Belleza",6,97330,0.1,"Araucanía","Transferencia","Económico"
2024-01-07,"ORD16219","C1310","SKU-6319","Botella Deportiva","Belleza",1,32604,0,"Biobío","Crédito","Normal"
2024-01-07,"ORD18003","C1391","SKU-8103","Cargador Rápido","Electrónica",4,82865,0,"Sur","Tarjeta","Express"
2024-01-07,"ORD13030","C1033","SKU-3130","Batería Portátil","Belleza",9,49604,0.05,"Centro","Efectivo","Económico"
2024-01-07,"ORD15753","C1085","SKU-5853","Teclado Mecánico","Electrónica",1,45170,0.2,"Biobío","Transferencia","Express"
2024-01-08,"ORD12873","C1108","SKU-2973","Botella Deportiva","Belleza",5,116144,0.2,"Norte","Tarjeta","Retiro En Tienda"
2024-01-08,"ORD14023","C1146","SKU-4123","Audífonos Pro","Accesorios",2,31821,0.05,"Biobío","Otro","Express"
2024-01-08,"ORD18890","C1067","SKU-8990","Teclado Mecánico","Electrónica",1,118655,0.05,"Araucanía","Transferencia","Económico"
2024-01-08,"ORD13319","C1318","SKU-3419","Botella Deportiva","Belleza",118,40220,0,"Sur","Transferencia","Retiro En Tienda"
2024-01-08,"ORD18500","C1208","SKU-8600","Maquillaje Básico","Belleza",3,16931,0.1,"Sur","Transferencia","Normal"
2024-01-08,"ORD18358","C1243","SKU-8458","Perfume Floral","Belleza",4,91524,0.3,"Centro","Otro","Normal"
2024-01-08,"ORD19875","C1320","SKU-9975","Cámara Web HD","Deporte",4,20375,0,"Centro","Efectivo","Otro"
2024-01-08,"ORD13631","C1228","SKU-3731","Smartwatch Lite","Accesorios",1,44500,0.1,"Centro","Efectivo","Express"
2024-01-08,"ORD11112","C1311","SKU-1212","Colchoneta Yoga","Otro",5,71390,0.1,"Metropolitana","Transferencia","Retiro En Tienda"
2024-01-08,"ORD16541","C1277","SKU-6641","Mouse Inalámbrico","Casa",3,70307,0.1,"Araucanía","Transferencia","Express"
2024-01-08,"ORD15068","C1353","SKU-5168","Cepillo Facial","Hogar",1,80511,0.05,"Araucanía","Crédito","Retiro En Tienda"
2024-01-08,"ORD15943","C1390","SKU-6043","Cepillo Facial","Hogar",6,86342,0,"Araucanía","Otro","Express"
2024-01-08,"ORD11709","C1161","SKU-1809","Botella Deportiva","Belleza",2,52218,0.1,"Centro","Tarjeta","Normal"
2024-01-09,"ORD18793","C1357","SKU-8893","Balón Fútbol","Belleza",4,119598,0,"Norte","Tarjeta","Económico"
2024-01-09,"ORD14265","C1261","SKU-4365","Zapatillas Run","Belleza",1,114442,0,"Metropolitana","Credíto","Retiro En Tienda"
2024-01-09,"ORD16672","C1150","SKU-6772","Cuchillos Cocina","Hogar",6,111434,0,"Norte","Otro","Express"
2024-01-09,"ORD17396","C1291","SKU-7496","Cargador Rápido","Electrónica",4,95936,0,"Centro","Tarjeta","Económico"
2024-01-09,"ORD12486","C1013","SKU-2586","Cuchillos Cocina","Hogar",3,34254,0.3,"Biobío","Debito","Normal"
2024-01-09,"ORD18949","C1278","SKU-9049","Teclado Mecánico","Electrónica",1,90389,0.2,"Biobío","Tarjeta","Express"
2024-01-09,"ORD18338","C1389","SKU-8438","Plancha Pelo","Deporte",6,100252,0.1,"Biobío","Transferencia","Retiro En Tienda"
2024-01-09,"ORD15701","C1365","SKU-5801","Colchoneta Yoga","Electrónica",1,42683,0,"Metropolitana","Credíto","Retiro En Tienda"
2024-01-09,"ORD16926","C1233","SKU-7026","Maquillaje Básico","Belleza",3,51694,0.25,"Sur","Otro","Express"
2024-01-09,"ORD12117","C1139","SKU-2217","Lámpara LED","Deporte",1,110006,0.15,"Biobío","Débito","Express"
2024-01-09,"ORD11507","C1242","SKU-1607","Plancha Pelo","Deporte",4,75904,0,"Biobío","Débito","Normal"
2024-01-09,"ORD18231","C1040","SKU-8331","Balón Fútbol","Cuidado Personal",4,36477,0.1,"Sur","Crédito","Económico"
2024-01-09,"ORD13416","C1151","SKU-3516","Set Mancuernas","Accesorios",1,61103,0.3,"Metropolitana","Tarjeta","Otro"
2024-01-09,"ORD10813","C1251","SKU-913","Set Mancuernas","Accesorios",3,82538,0.05,"Norte","Efectivo","Retiro En Tienda"
2024-01-09,"ORD12793","C1258","SKU-2893","Set Mancuernas","Accesorios",4,63103,0.25,"Biobío","Débito","Normal"
2024-01-09,"ORD15329","C1183","SKU-5429","Cargador Rápido","Electrónica",1,118949,0.05,"Centro","Otro","Otro"
2024-01-09,"ORD11158","C1189","SKU-1258","Lámpara LED","Deporte",3,87096,0,"Sur","Tarjeta","Económico"
2024-01-09,"ORD17902","C1191","SKU-8002","Cuchillos Cocina","Hogar",6,59843,0.3,"Metropolitana","Efectivo","Retiro En Tienda"
2024-01-09,"ORD19881","C1191","SKU-9981","Batería Portátil","Belleza",3,50326,0,"Metropolitana","Débito","Otro"
2024-01-09,"ORD11377","C1061","SKU-1477","Balón Fútbol","Belleza",3,86312,0.3,"Sur","Tarjeta","Express"
2024-01-09,"ORD11582","C1038","SKU-1682","Smartwatch Lite","Accesorios",4,8581,0.3,"Araucanía","Tarjeta","Normal"
2024-01-10,"ORD17287","C1230","SKU-7387","Batería Portátil","Belleza",5,67935,0.1,"Sur","Transferencia","Económico"
2024-01-10,"ORD18400","C1124","SKU-8500","Plancha Pelo","Deporte",5,64472,0.25,"Biobío","Otro","Retiro En Tienda"
2024-01-10,"ORD17003","C1349","SKU-7103","Mouse Inalámbrico","Hogar",4,109401,0.05,"Araucanía","Tarjeta","Otro"
2024-01-10,"ORD11764","C1086","SKU-1864","Zapatillas Run","Belleza",2,26066,0.25,"Biobío","Transferencia","Otro"
2024-01-10,"ORD19057","C1110","SKU-9157","Cargador Rápido","Electrónica",6,96253,0.15,"Norte","Débito","Express"
2024-01-10,"ORD17709","C1183","SKU-7809","Colchoneta Yoga","Electrónica",5,80698,0,"Centro","Otro","Retiro En Tienda"
2024-01-10,"ORD18952","C1166","SKU-9052","Audífonos Pro","Accesorios",8,58569,0.05,"Araucanía","Efectivo","Otro"
2024-01-10,"ORD11576","C1289","SKU-1676","Sartén Antiadherente","Belleza",3,52212,0.15,"Sur","Efectivo","Express"
2024-01-10,"ORD10879","C1256","SKU-979","Cuchillos Cocina","Hogar",4,19126,0.3,"Centro","Débito","Económico"
2024-01-10,"ORD12176","C1283","SKU-2276","Colchoneta Yoga","Electrónica",1,28155,0.2,"Biobío","Otro","Express"
2024-01-10,"ORD13822","C1385","SKU-3922","Sartén Antiadherente","Belleza",1,29993,0.3,"Biobío","Otro","Económico"
2024-01-10,"ORD12036","C1119","SKU-2136","Balón Fútbol","Cuidado Personal",5,18649,0.15,"Araucanía","Efectivo","Express"
2024-01-10,"ORD17690","C1002","SKU-7790","Maquillaje Básico","Belleza",6,106515,0.05,"Norte","Tarjeta","Retiro En Tienda"
2024-01-11,"ORD19635","C1199","SKU-9735","Zapatillas Run","Belleza",3,118843,0,"Sur","Efectivo","Económico"
2024-01-11,"ORD12300","C1276","SKU-2400","Cuchillos Cocina","Hogar",2,30873,0.05,"Biobío","Efectivo","Normal"
2024-01-11,"ORD10916","C1007","SKU-1016","Parlante Bluetooth","Belleza",1,45904,0,"Centro","Otro","Económico"
2024-01-11,"ORD14823","C1147","SKU-4923","Maquillaje Básico","Belleza",117,103225,0,"Biobío","Débito","Económico"
2024-01-11,"ORD11627","C1359","SKU-1727","Funda Celular","Accesorios",6,105228,0.1,"Metropolitana","Tarjeta","Express"
2024-01-11,"ORD18141","C1105","SKU-8241","Zapatillas Run","Belleza",4,81782,0.05,"Sur","Transferencia","Retiro En Tienda"
2024-01-11,"ORD11741","C1262","SKU-1841","Cargador Rápido","Electrónica",3,23103,0.25,"Biobío","Efectivo","Express"
2024-01-11,"ORD14126","C1345","SKU-4226","Smartwatch Lite","Accesorios",3,63398,0.1,"Centro","Tarjeta","Normal"
2024-01-11,"ORD10815","C1215","SKU-915","Funda Celular","Accesorios",5,104711,0.15,"Biobío","Efectivo","Otro"
2024-01-11,"ORD16048","C1275","SKU-6148","Botella Deportiva","Belleza",3,48496,0,"Sur","Transferencia","Retiro En Tienda"
2024-01-11,"ORD15625","C1377","SKU-5725","Colchoneta Yoga","Electrónica",5,4740,0.05,"Sur","Crédito","Express"
2024-01-11,"ORD13067","C1274","SKU-3167","Cargador Rápido","Electrónica",2,95910,0.1,"Sur","Tarjeta","Retiro En Tienda"
2024-01-11,"ORD19890","C1240","SKU-9990","Set Mancuernas","Accesorios",1,38943,0.1,"Araucanía","Débito","Económico"
2024-01-11,"ORD18454","C1146","SKU-8554","Colchoneta Yoga","Electrónica",3,82533,0.25,"Norte","Efectivo","Retiro En Tienda"
2024-01-11,"ORD15086","C1046","SKU-5186","Teclado Mecánico","Electrónica",5,119690,0.1,"Biobío","Efectivo","Retiro En Tienda"
2024-01-12,"ORD16909","C1054","SKU-7009","Cable USB-C","Belleza",6,4609,0.1,"Biobío","Efectivo","Express"
2024-01-12,"ORD15358","C1202","SKU-5458","Plancha Pelo","Deporte",3,69036,0.3,"Norte","Efectivo","Express"
2024-01-12,"ORD16738","C1227","SKU-6838","Batería Portátil","Cuidado Personal",6,96747,0.1,"Metropolitana","Tranferencia","Express"
2024-01-12,"ORD16913","C1178","SKU-7013","Tendedero Plegable","Deporte",4,82731,0.1,"Araucanía","Débito","Express"
2024-01-12,"ORD12494","C1204","SKU-2594","Cable USB-C","Cuidado Personal",6,36711,0.1,"Norte","Tarjeta","Retiro En Tienda"
2024-01-12,"ORD10643","C1238","SKU-743","Plancha Pelo","Deporte",4,46109,0.15,"Biobío","Débito","Retiro En Tienda"
2024-01-12,"ORD13868","C1133","SKU-3968","Teclado Mecánico","Electrónica",5,44250,0.3,"Araucanía","Transferencia","Retiro En Tienda"
2024-01-12,"ORD19061","C1293","SKU-9161","Balón Fútbol","Cuidado Personal",1,14677,0.15,"Sur","Credíto","Económico"
2024-01-12,"ORD12811","C1151","SKU-2911","Batería Portátil","Belleza",6,17882,0.1,"Norte","Tarjeta","Express"
2024-01-12,"ORD19170","C1026","SKU-9270","Zapatillas Run","Cuidado Personal",4,13035,0.05,"Biobío","Credíto","Express"
2024-01-12,"ORD15818","C1079","SKU-5918","Plancha Pelo","Deporte",4,84942,0,"Sur","Transferencia","Express"
2024-01-12,"ORD17795","C1348","SKU-7895","Audífonos Pro","Accesorios",1,107624,0.05,"Biobío","Crédito","Normal"
2024-01-12,"ORD16373","C1315","SKU-6473","Cargador Rápido","Electrónica",5,101214,0.2,"Centro","Transferencia","Normal"
2024-01-12,"ORD11388","C1133","SKU-1488","Sartén Antiadherente","Cuidado Personal",5,105226,0,"Sur","Otro","Económico"
2024-01-12,"ORD12649","C1017","SKU-2749","Sartén Antiadherente","Belleza",6,48098,0.05,"Centro","Transferencia","Normal"
2024-01-12,"ORD11036","C1377","SKU-1136","Sartén Antiadherente","Belleza",5,85287,0.05,"Centro","Otro","Normal"
2024-01-13,"ORD13147","C1221","SKU-3247","Secador Pelo","Electrónica",4,35266,0.2,"Centro","Tarjeta","Económico"
2024-01-13,"ORD15482","C1220","SKU-5582","Plancha Pelo","Deporte",3,74550,0.2,"Biobío","Débito","Normal"
2024-01-13,"ORD18859","C1316","SKU-8959","Smartwatch Lite","Accesorios",3,73970,0.1,"Metropolitana","Débito","Económico"
2024-01-13,"ORD17975","C1386","SKU-8075","Funda Celular","Accesorios",3,20891,0.05,"Metropolitana","Efectivo","Económico"
2024-01-13,"ORD11506","C1097","SKU-1606","Smartwatch Lite","Accesorios",5,8947,0,"Biobío","Tarjeta","Económico"
2024-01-13,"ORD19877","C1227","SKU-9977","Parlante Bluetooth","Belleza",110,72689,0,"Sur","Débito","Express"
2024-01-13,"ORD14005","C1191","SKU-4105","Set Mancuernas","Accesorios",6,30407,0,"Sur","Débito","Retiro En Tienda"
2024-01-13,"ORD17333","C1131","SKU-7433","Perfume Floral","Cuidado Personal",5,86547,0,"Metropolitana","Credíto","Normal"
2024-01-13,"ORD11390","C1230","SKU-1490","Sartén Antiadherente","Belleza",2,25163,0.25,"Araucanía","Transferencia","Otro"
2024-01-14,"ORD13387","C1332","SKU-3487","Plancha Pelo","Deporte",6,17480,0,"Sur","Tranferencia","Otro"
2024-01-14,"ORD11848","C1061","SKU-1948","Audífonos Pro","Accesorios",2,37148,0.25,"Sur","Transferencia","Normal"
2024-01-14,"ORD17946","C1302","SKU-8046","Batería Portátil","Belleza",1,89964,0.25,"Metropolitana","Tarjeta","Express"
2024-01-14,"ORD12174","C1017","SKU-2274","Cuchillos Cocina","Hogar",6,31062,0.25,"Biobío","Otro","Express"
2024-01-14,"ORD12423","C1366","SKU-2523","Perfume Floral","Belleza",1,75680,0,"Centro","Transferencia","Express"
2024-01-14,"ORD10758","C1197","SKU-858","Cable USB-C","Belleza",6,45123,0.2,"Metropolitana","Otro","Económico"
2024-01-14,"ORD19438","C1253","SKU-9538","Teclado Mecánico","Electrónica",1,36681,0.2,"Biobío","Credíto","Normal"
2024-01-14,"ORD10589","C1041","SKU-689","Parlante Bluetooth","Belleza",4,71658,0,"Biobío","Otro","Normal"
2024-01-14,"ORD11103","C1154","SKU-1203","Set Mancuernas","Accesorios",4,30734,0.2,"Centro","Efectivo","Económico"
2024-01-14,"ORD11747","C1320","SKU-1847","Colchoneta Yoga","Electrónica",5,70160,0.05,"Norte","Tranferencia","Retiro En Tienda"
2024-01-14,"ORD16131","C1188","SKU-6231","Balón Fútbol","Belleza",4,28096,0.2,"Araucanía","Transferencia","Económico"
2024-01-14,"ORD16957","C1287","SKU-7057","Mouse Inalámbrico","Hogar",2,6554,0,"Norte","Transferencia","Express"
2024-01-14,"ORD16282","C1304","SKU-6382","Cuchillos Cocina","Hogar",6,46766,0,"Centro","Tarjeta","Otro"
2024-01-14,"ORD13400","C1248","SKU-3500","Cepillo Facial","Hogar",3,24670,0.15,"Biobío","Tarjeta","Otro"
2024-01-14,"ORD14212","C1131","SKU-4312","Cargador Rápido","Electrónica",3,24011,0.15,"Norte","Tarjeta","Express"
2024-01-15,"ORD13391","C1272","SKU-3491","Colchoneta Yoga","Electrónica",1,29771,0.1,"Centro","Efectivo","Económico"
2024-01-15,"ORD14176","C1085","SKU-4276","Lámpara LED","Deporte",1,85418,0,"Centro","Debito","Retiro En Tienda"
2024-01-15,"ORD14839","C1091","SKU-4939","Colchoneta Yoga","Electrónica",2,39809,0.15,"Araucanía","Tarjeta","Retiro En Tienda"
